TABLE_CATALOG,TABLE_SCHEMA,COLUMN_NAME,TABLE_NAME,ORDINAL_POSITION,,COLUMN_DEFAULT,IS_NULLABLE,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CHARACTER_OCTET_LENGTH,NUMERIC_PRECISION,NUMERIC_PRECISION_RADIX,NUMERIC_SCALE,DATETIME_PRECISION,CHARACTER_SET_CATALOG,CHARACTER_SET_SCHEMA,CHARACTER_SET_NAME,COLLATION_CATALOG,COLLATION_SCHEMA,COLLATION_NAME,DOMAIN_CATALOG,DOMAIN_SCHEMA,DOMAIN_NAME
datadisco,dbo,EventPayload,SMATAEnvironmentEvent,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventUserProfileId,SMATAEnvironmentEvent,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEnvironmentId,SMATAEnvironmentEvent,6,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredById,SMATAEnvironmentEvent,7,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredBy_SMATAEnvironmentEventId,SMATAEnvironmentEvent,8,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeId,SMATAEpisode,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEnvironmentId,SMATAEpisode,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Name,SMATAEpisode,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,InitialStateJson,SMATAEpisode,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeAuditId,SMATAEpisodeAudit,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeEventId,SMATAEpisodeAudit,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Action,SMATAEpisodeAudit,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,ActionDate,SMATAEpisodeAudit,4,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ActionUserProfileId,SMATAEpisodeAudit,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Field,SMATAEpisodeAudit,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,FieldName,SMATAEpisodeAudit,7,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,PreviousValue,SMATAEpisodeAudit,8,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,NewValue,SMATAEpisodeAudit,9,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeId,SMATAEpisodeAudit,10,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeEventId,SMATAEpisodeEvent,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventType,SMATAEpisodeEvent,2,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventDateTime,SMATAEpisodeEvent,3,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventPayload,SMATAEpisodeEvent,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventUserProfileId,SMATAEpisodeEvent,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeId,SMATAEpisodeEvent,6,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredById,SMATAEpisodeEvent,7,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredBy_SMATAEpisodeEventId,SMATAEpisodeEvent,8,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeTransitionId,SMATAEpisodeTransition,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeId,SMATAEpisodeTransition,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ActionId,SMATAEpisodeTransition,3,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,AgentId,SMATAEpisodeTransition,4,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,AntecedentStateId,SMATAEpisodeTransition,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ConsequentStateId,SMATAEpisodeTransition,6,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,AgentActionImplementationId,SMATAEpisodeTransition,7,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeTransitionAuditId,SMATAEpisodeTransitionAudit,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeTransitionEventId,SMATAEpisodeTransitionAudit,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Action,SMATAEpisodeTransitionAudit,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,ActionDate,SMATAEpisodeTransitionAudit,4,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ActionUserProfileId,SMATAEpisodeTransitionAudit,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Field,SMATAEpisodeTransitionAudit,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,FieldName,SMATAEpisodeTransitionAudit,7,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,PreviousValue,SMATAEpisodeTransitionAudit,8,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,NewValue,SMATAEpisodeTransitionAudit,9,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeTransitionId,SMATAEpisodeTransitionAudit,10,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeTransitionEventId,SMATAEpisodeTransitionEvent,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventType,SMATAEpisodeTransitionEvent,2,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventDateTime,SMATAEpisodeTransitionEvent,3,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventPayload,SMATAEpisodeTransitionEvent,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventUserProfileId,SMATAEpisodeTransitionEvent,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeTransitionId,SMATAEpisodeTransitionEvent,6,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredById,SMATAEpisodeTransitionEvent,7,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredBy_SMATAEpisodeTransitionEventId,SMATAEpisodeTransitionEvent,8,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAStateId,SMATAState,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAEpisodeId,SMATAState,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TimeStep,SMATAState,3,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SourceText,SMATAState,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,ComposeGroupId,SMATAState,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,StateJSON,SMATAState,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SMATAStateAttachmentId,SMATAStateAttachment,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,FileName,SMATAStateAttachment,2,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,MimeType,SMATAStateAttachment,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,DateUploaded,SMATAStateAttachment,4,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,UploadUser,SMATAStateAttachment,5,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,Field,SMATAStateAttachment,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,Attachment,SMATAStateAttachment,7,,NULL,YES,varbinary,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAStateId,SMATAStateAttachment,8,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Guid,SMATAStateAttachment,9,,NULL,YES,uniqueidentifier,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAStateAuditId,SMATAStateAudit,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAStateEventId,SMATAStateAudit,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Action,SMATAStateAudit,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,ActionDate,SMATAStateAudit,4,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ActionUserProfileId,SMATAStateAudit,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Field,SMATAStateAudit,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,FieldName,SMATAStateAudit,7,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,PreviousValue,SMATAStateAudit,8,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,NewValue,SMATAStateAudit,9,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SMATAStateId,SMATAStateAudit,10,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAStateEventId,SMATAStateEvent,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventType,SMATAStateEvent,2,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventDateTime,SMATAStateEvent,3,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventPayload,SMATAStateEvent,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventUserProfileId,SMATAStateEvent,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SMATAStateId,SMATAStateEvent,6,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredById,SMATAStateEvent,7,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredBy_SMATAStateEventId,SMATAStateEvent,8,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,HangFire,Id,State,1,,NULL,NO,bigint,NULL,NULL,19,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,HangFire,JobId,State,2,,NULL,NO,bigint,NULL,NULL,19,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,HangFire,Name,State,3,,NULL,NO,nvarchar,20,40,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,HangFire,Reason,State,4,,NULL,YES,nvarchar,100,200,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,HangFire,CreatedAt,State,5,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,HangFire,Data,State,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SwitchCaseExpressionTestValueItemId,SwitchCaseExpressionTestValueItem,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,DotnetExpressionNodeId,SwitchCaseExpressionTestValueItem,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TestValueId,SwitchCaseExpressionTestValueItem,3,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Order,SwitchCaseExpressionTestValueItem,4,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchCaseExpressionTestValueItemAuditId,SwitchCaseExpressionTestValueItemAudit,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchCaseExpressionTestValueItemEventId,SwitchCaseExpressionTestValueItemAudit,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Action,SwitchCaseExpressionTestValueItemAudit,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,ActionDate,SwitchCaseExpressionTestValueItemAudit,4,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ActionUserProfileId,SwitchCaseExpressionTestValueItemAudit,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Field,SwitchCaseExpressionTestValueItemAudit,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,FieldName,SwitchCaseExpressionTestValueItemAudit,7,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,PreviousValue,SwitchCaseExpressionTestValueItemAudit,8,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,NewValue,SwitchCaseExpressionTestValueItemAudit,9,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,SwitchCaseExpressionTestValueItemId,SwitchCaseExpressionTestValueItemAudit,10,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchCaseExpressionTestValueItemEventId,SwitchCaseExpressionTestValueItemEvent,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventType,SwitchCaseExpressionTestValueItemEvent,2,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventDateTime,SwitchCaseExpressionTestValueItemEvent,3,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,EventPayload,SwitchCaseExpressionTestValueItemEvent,4,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,EventUserProfileId,SwitchCaseExpressionTestValueItemEvent,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchCaseExpressionTestValueItemId,SwitchCaseExpressionTestValueItemEvent,6,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredById,SwitchCaseExpressionTestValueItemEvent,7,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,TriggeredBy_SwitchCaseExpressionTestValueItemEventId,SwitchCaseExpressionTestValueItemEvent,8,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchExpressionSwitchCaseItemId,SwitchExpressionSwitchCaseItem,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,DotnetExpressionNodeId,SwitchExpressionSwitchCaseItem,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Order,SwitchExpressionSwitchCaseItem,3,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchCaseId,SwitchExpressionSwitchCaseItem,4,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchExpressionSwitchCaseItemAuditId,SwitchExpressionSwitchCaseItemAudit,1,,NULL,NO,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,SwitchExpressionSwitchCaseItemEventId,SwitchExpressionSwitchCaseItemAudit,2,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Action,SwitchExpressionSwitchCaseItemAudit,3,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,ActionDate,SwitchExpressionSwitchCaseItemAudit,4,,NULL,NO,datetime,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,ActionUserProfileId,SwitchExpressionSwitchCaseItemAudit,5,,NULL,YES,int,NULL,NULL,10,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
datadisco,dbo,Field,SwitchExpressionSwitchCaseItemAudit,6,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,FieldName,SwitchExpressionSwitchCaseItemAudit,7,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,PreviousValue,SwitchExpressionSwitchCaseItemAudit,8,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
datadisco,dbo,NewValue,SwitchExpressionSwitchCaseItemAudit,9,,NULL,YES,nvarchar,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,UNICODE,NULL,NULL,SQL_Latin1_General_CP1_CI_AS,NULL,NULL,NULL
